LOAD_ZONE,TIMEPOINT,zone_demand_mw
p77,20305072114_prm,682.0
p78,20305072114,1776.0
p78,20305072114_prm,1776.0
p79,20305072114,5629.0
p79,20305072114_prm,5629.0
p80,20305072114,22033.0
p80,20305072114_prm,22033.0
p81,20305072114,5215.0
p81,20305072114_prm,5215.0
p82,20305072114,1878.0
p82,20305072114_prm,1878.0
p83,20305072114,3087.0
p83,20305072114_prm,3087.0
p84,20305072114,949.0
p84,20305072114_prm,949.0
p85,20305072114,6493.0
p85,20305072114_prm,6493.0
p86,20305072114,4129.0
p86,20305072114_prm,4129.0
p87,20305072114,6971.0
p87,20305072114_prm,6971.0
p88,20305072114,2775.0
p88,20305072114_prm,2775.0
p89,20305072114,9464.0
p89,20305072114_prm,9464.0
p90,20305072114,8681.0
p90,20305072114_prm,8681.0
p91,20305072114,2679.0
p91,20305072114_prm,2679.0
p92,20305072114,23099.0
p92,20305072114_prm,23099.0
p93,20305072114,2710.0
p93,20305072114_prm,2710.0
p94,20305072114,30081.0
p94,20305072114_prm,30081.0
p95,20305072114,6295.0
p95,20305072114_prm,6295.0
p96,20305072114,11244.0
p96,20305072114_prm,11244.0
p97,20305072114,14316.0
p97,20305072114_prm,14316.0
p98,20305072114,14242.0
p98,20305072114_prm,14242.0
p99,20305072114,36320.0
p99,20305072114_prm,36320.0
p100,20305072114,1214.0
p100,20305072114_prm,1214.0
p101,20305072114,31814.0
p101,20305072114_prm,31814.0
p102,20305072114,17592.0
p102,20305072114_prm,17592.0
p103,20305072114,19122.0
p103,20305072114_prm,19122.0
p104,20305072114,1776.0
p104,20305072114_prm,1776.0
p105,20305072114,12976.0
p105,20305072114_prm,12976.0
p106,20305072114,4309.0
p106,20305072114_prm,4309.0
p107,20305072114,6749.0
p107,20305072114_prm,6749.0
p108,20305072114,1563.0
p108,20305072114_prm,1563.0
p109,20305072114,10255.0
p109,20305072114_prm,10255.0
p110,20305072114,1014.0
p110,20305072114_prm,1014.0
p111,20305072114,12155.0
p111,20305072114_prm,12155.0
p112,20305072114,12127.0
p112,20305072114_prm,12127.0
p113,20305072114,2982.0
p113,20305072114_prm,2982.0
p114,20305072114,4661.0
p114,20305072114_prm,4661.0
p115,20305072114,5826.0
p115,20305072114_prm,5826.0
p116,20305072114,3733.0
p116,20305072114_prm,3733.0
p117,20305072114,2683.0
p117,20305072114_prm,2683.0
p118,20305072114,5541.0
p118,20305072114_prm,5541.0
p119,20305072114,678.0
p119,20305072114_prm,678.0
p120,20305072114,407.0
p120,20305072114_prm,407.0
p121,20305072114,1256.0
p121,20305072114_prm,1256.0
p122,20305072114,22699.0
p122,20305072114_prm,22699.0
p123,20305072114,13935.0
p123,20305072114_prm,13935.0
p124,20305072114,191.0
p124,20305072114_prm,191.0
p125,20305072114,2487.0
p125,20305072114_prm,2487.0
p126,20305072114,16147.0
p126,20305072114_prm,16147.0
p127,20305072114,23895.0
p127,20305072114_prm,23895.0
p128,20305072114,12333.0
p128,20305072114_prm,12333.0
p129,20305072114,963.0
p129,20305072114_prm,963.0
p130,20305072114,1981.0
p130,20305072114_prm,1981.0
p131,20305072114,10205.0
p131,20305072114_prm,10205.0
p132,20305072114,5776.0
p132,20305072114_prm,5776.0
p133,20305072114,1615.0
p133,20305072114_prm,1615.0
p134,20305072114,1835.0
p134,20305072114_prm,1835.0
p1,20305072115,8169.0
p1,20305072115_prm,8169.0
p2,20305072115,3166.0
p2,20305072115_prm,3166.0
p3,20305072115,1534.0
p3,20305072115_prm,1534.0
p4,20305072115,573.0
p4,20305072115_prm,573.0
p5,20305072115,7873.0
p5,20305072115_prm,7873.0
p6,20305072115,1543.0
p6,20305072115_prm,1543.0
p7,20305072115,201.0
p7,20305072115_prm,201.0
p8,20305072115,228.0
p8,20305072115_prm,228.0
p9,20305072115,18807.0
p9,20305072115_prm,18807.0
p10,20305072115,21242.0
p10,20305072115_prm,21242.0
p11,20305072115,3263.0
p11,20305072115_prm,3263.0
p12,20305072115,2310.0
p12,20305072115_prm,2310.0
p13,20305072115,6305.0
p13,20305072115_prm,6305.0
p14,20305072115,828.0
p14,20305072115_prm,828.0
p15,20305072115,2452.0
p15,20305072115_prm,2452.0
p16,20305072115,1272.0
p16,20305072115_prm,1272.0
p17,20305072115,1086.0
p17,20305072115_prm,1086.0
p18,20305072115,784.0
p18,20305072115_prm,784.0
p19,20305072115,18.0
p19,20305072115_prm,18.0
p20,20305072115,397.0
p20,20305072115_prm,397.0
p21,20305072115,1201.0
p21,20305072115_prm,1201.0
p22,20305072115,199.0
p22,20305072115_prm,199.0
p23,20305072115,289.0
p23,20305072115_prm,289.0
p24,20305072115,1283.0
p24,20305072115_prm,1283.0
p25,20305072115,5446.0
p25,20305072115_prm,5446.0
p26,20305072115,252.0
p26,20305072115_prm,252.0
p27,20305072115,1976.0
p27,20305072115_prm,1976.0
p28,20305072115,15873.0
p28,20305072115_prm,15873.0
p29,20305072115,208.0
p29,20305072115_prm,208.0
p30,20305072115,3100.0
p30,20305072115_prm,3100.0
p31,20305072115,4692.0
p31,20305072115_prm,4692.0
p32,20305072115,477.0
p32,20305072115_prm,477.0
p33,20305072115,7752.0
p33,20305072115_prm,7752.0
p34,20305072115,2399.0
p34,20305072115_prm,2399.0
p35,20305072115,119.0
p35,20305072115_prm,119.0
p36,20305072115,1853.0
p36,20305072115_prm,1853.0
p37,20305072115,3439.0
p37,20305072115_prm,3439.0
p38,20305072115,2145.0
p38,20305072115_prm,2145.0
p39,20305072115,453.0
p39,20305072115_prm,453.0
p40,20305072115,2729.0
p40,20305072115_prm,2729.0
p41,20305072115,5357.0
p41,20305072115_prm,5357.0
p42,20305072115,750.0
p42,20305072115_prm,750.0
p43,20305072115,11135.0
p43,20305072115_prm,11135.0
p44,20305072115,314.0
p44,20305072115_prm,314.0
p45,20305072115,2569.0
p45,20305072115_prm,2569.0
p46,20305072115,1969.0
p46,20305072115_prm,1969.0
p47,20305072115,1472.0
p47,20305072115_prm,1472.0
p48,20305072115,5138.0
p48,20305072115_prm,5138.0
p49,20305072115,169.0
p49,20305072115_prm,169.0
p50,20305072115,11837.0
p50,20305072115_prm,11837.0
p51,20305072115,6056.0
p51,20305072115_prm,6056.0
p52,20305072115,352.0
p52,20305072115_prm,352.0
p53,20305072115,8359.0
p53,20305072115_prm,8359.0
p54,20305072115,4438.0
p54,20305072115_prm,4438.0
p55,20305072115,2452.0
p55,20305072115_prm,2452.0
p56,20305072115,3799.0
p56,20305072115_prm,3799.0
p57,20305072115,2250.0
p57,20305072115_prm,2250.0
p58,20305072115,17174.0
p58,20305072115_prm,17174.0
p59,20305072115,2693.0
p59,20305072115_prm,2693.0
p60,20305072115,820.0
p60,20305072115_prm,820.0
p61,20305072115,1819.0
p61,20305072115_prm,1819.0
p62,20305072115,1564.0
p62,20305072115_prm,1564.0
p63,20305072115,34178.0
p63,20305072115_prm,34178.0
p64,20305072115,11595.0
p64,20305072115_prm,11595.0
p65,20305072115,17414.0
p65,20305072115_prm,17414.0
p66,20305072115,5160.0
p66,20305072115_prm,5160.0
p67,20305072115,25209.0
p67,20305072115_prm,25209.0
p68,20305072115,717.0
p68,20305072115_prm,717.0
p69,20305072115,1183.0
p69,20305072115_prm,1183.0
p70,20305072115,8298.0
p70,20305072115_prm,8298.0
p71,20305072115,370.0
p71,20305072115_prm,370.0
p72,20305072115,8032.0
p72,20305072115_prm,8032.0
p73,20305072115,525.0
p73,20305072115_prm,525.0
p74,20305072115,631.0
p74,20305072115_prm,631.0
p75,20305072115,2116.0
p75,20305072115_prm,2116.0
p76,20305072115,2455.0
p76,20305072115_prm,2455.0
p77,20305072115,691.0
p77,20305072115_prm,691.0
p78,20305072115,1799.0
p78,20305072115_prm,1799.0
p79,20305072115,5701.0
p79,20305072115_prm,5701.0
p80,20305072115,22075.0
p80,20305072115_prm,22075.0
p81,20305072115,5226.0
p81,20305072115_prm,5226.0
p82,20305072115,1881.0
p82,20305072115_prm,1881.0
p83,20305072115,3096.0
p83,20305072115_prm,3096.0
p84,20305072115,958.0
p84,20305072115_prm,958.0
p85,20305072115,6546.0
p85,20305072115_prm,6546.0
p86,20305072115,4180.0
p86,20305072115_prm,4180.0
p87,20305072115,7010.0
